1;Пассажир сел с открытой бутылкой пива, расплескал на сиденье. Отказался убирать и заплатить. Хам.
1;Устроил скандал из-за 50 рублей сдачи. Плевал в салоне, орал матом. Вызвал полицию.
1;Пассажир вломился в машину с грязными ногами, испачкал обивку потолка. Уехал не заплатив.
1;Заказал эконом, вел себя как король. Требовал открыть шампанское (которого нет). Неадекват.
1;Пытался украсть зарядку для телефона. Когда заметил — начал угрожать.
1;Опоздал на 20 минут к выходу, потом всю дорогу орал, что я медленно еду. Торопился бы — выходил вовремя.
1;Пассажир был пьян в стельку, уснул, а когда приехали — начал блевать. Испортил салон.
1;Заказал поездку для ребенка 12 лет без кресла и без сопровождения. На отказ — агрессия.
1;Устроил погром в салоне, пинал сиденье, кричал. Пришлось остановить поездку досрочно.
1;Не закрывал дверь при выходе, ударил соседнюю машину. Скрылся с места, вину отрицал.
1;Ехал с открытым окном на трассе, хотя я предупреждал о шуме. Потом жаловался на холод.
1;Пассажир курил в салоне, несмотря на запрет. На замечание ответил матом.
1;В конце поездки сказал, что «заплатит в приложении», но у него не было денег на счету. Кидала.
1;Привёл с собой собаку крупной породы без переноски и намордника, хотя заказывал обычное такси.
1;Всю дорогу давал «ценные указания», как мне работать, тыкал пальцем в навигатор, отвлекал.
1;Попросил остановить посреди моста, чтобы «посмотреть закат». На отказ — истерика.
1;Сломал ручку двери, пытаясь выйти до полной остановки. Обвинил меня.
1;Пассажир оказался мошенником: оплатил картой, потом через банк отменил платеж, придумав жалобу.
1;На заднем сиденье оставил мусор, пролил кофе, даже не извинился.
1;Угрожал физической расправой, потому что я не включил музыку, которую он хочет. Страшный человек.
1;Пассажир попросил остановить у Макдональдса, вышел, купил чизбургер и сел есть в салоне. Спросил: «Вы тоже хотите?» Я хотел, чтобы он вышел.
1;Всю дорогу разговаривал с котом в переноске. Кот не отвечал. Пассажир обиделся на кота и заплакал. Я утешал их обоих.
1;Сказал: «Давай гонки!» Я отказался. Он выставил мне 1 звезду и написал «водитель — трус». Я горд.
1;Пытался расплатиться жвачкой и билетом на концерт Баскова. Сказал: «Это коллекционное». Я теперь коллекционер идиотов.
1;Вышел из машины, сделал селфи на фоне, сказал: «Теперь я звезда инстаграма». А я просто таксист.
2;Пассажир опоздал на 7 минут, я ждал, но даже спасибо не сказал. Весь вид показывал, что я обязан.
2;Громко разговаривал по телефону весь путь, не обращая на меня внимания. Немного некультурно.
2;Хлопнул дверью так, что стекло задребезжало. Неуважение к чужому имуществу.
2;Заказал такси, а сам был в 2 кварталах. Пришлось искать его 10 минут, пока он не соизволил ответить.
2;Сидел в машине и молчал, когда я поздоровался. На вопрос «как дела?» — буркнул «поехали уже».
2;Ел пирожок в салоне, крошки везде. Ладно бы предложил убрать, нет — ушел и оставил.
2;Всю дорогу спорил с навигатором, утверждал, что знает лучше, в итоге попали в пробку.
2;Пытался проехать за мой счет (сказал, что заплатит позже). Пришлось блокировать двери.
2;Очень грязная обувь, испачкал пороги и коврики. Ничего страшного, но мог бы извиниться.
2;Вел себя панибратски, пытался лезть обниматься после поездки. Неприятно.
2;Заказал поездку на 4 человека, но пришло 5 с ребенком на руках. Перегруз. Спорил.
2;Включил свой плейлист на полную громкость через Bluetooth, хотя я слушал новости.
2;Не мог найти кнопку открытия окна, начал дергать ручку, чуть не сломал.
2;Оставил мокрый зонт на сиденье. Я понимаю, дождь, но можно было положить на пол.
2;Требовал ехать по встречной полосе ради экономии 2 минут. На отказ — обиделся.
2;Пока ждал его, он вышел покурить, заставил ждать еще 5 минут. Не уважает чужое время.
2;Заднее сиденье было в песке (похоже, с пляжа). Убрал потом сам, конечно.
2;Разговаривал со мной в приказном тоне: «поверни», «стой», «жми». Без слова «пожалуйста».
