1;Машина была грязная, воняло сигаретами. Водитель хамил и чуть не попал в аварию. Ужас!
1;Водитель отменил поездку через 10 минут ожидания, а потом поехал, но взял на 500р больше. Мошенник.
1;Ехал с превышением, сигналил всем, ругался матом. Я вышел раньше, так как стало страшно.
1;Не подал детское кресло, хотя заказывали специально. Отказался везти. Потратил время.
1;Вонь в салоне, водитель был в неадекватном состоянии. Жалоба в поддержку.
1;Машина не соответствовала заявленной (другая модель). Водитель грубил, когда я это заметил.
1;Кондиционер не работал, в салоне +35, окна не открываются. Поездка — ад.
1;Пытался навязать платную дорогу, хотя навигатор показывал бесплатную. Спорил 5 минут.
1;Водитель остановился в 500 метрах от меня, сказал иди пешком. Я отказался — он уехал, списав деньги.
1;За рулем был явно не тот человек, кто указан в профиле. Очень неприятная ситуация.
1;Всю дорогу играл в телефон, отвлекался, чуть не влетел в столб.
1;Посадка прошла ужасно: ждал 15 минут, а водитель просто стоял на месте и не ехал.
1;Не включил таксометр (для лонгрида), в конце назвал цену в 2 раза выше. Пришлось ругаться.
1;Сломал мой багажник, когда закидывал чемодан, даже не извинился.
1;В салоне были следы от животных, хотя я заказывал чистый авто. Аллергия.
1;Водитель требовал наличные, хотя в приложении указана оплата картой. Отказался завершать поездку.
1;Всю дорогу обсуждал меня по телефону с кем-то на непонятном языке и смеялся. Неуютно.
1;Подрезал машину на парковке, начал кричать на другого водителя, я выбежал на красный.
1;Поездка не началась, а деньги списали. Поддержка не помогла.
1;Без предупреждения взял попутчика. Это не шеринг, я заплатил за приватность.
1;Водитель сказал: «Вы не похожи на свою фотографию в профиле». Я в шоке. Это такси или тиндер?
1;Ехали с открытыми окнами зимой, потому что водитель «любит свежий воздух». Я превратился в сосульку.
1;В машине играла музыка группы «Ласковый май» на повторе. 40 минут ада. Я теперь фанат.
1;Водитель остановился у магазина и купил себе пиво. Сказал: «Это для вас, я за рулем не пью». Спасибо, что предупредил.
1;Всю дорогу рассказывал, как разводился с женой. Я теперь его адвокат по совместительству. Гонорар не получил.
2;Машина в целом нормальная, но водитель опоздал на 10 минут, даже не извинился.
2;Ехал нормально, но машина была не очень чистая, и музыка орала так, что заложило уши.
2;Слабенько. Водитель всю дорогу жаловался на жизнь и на низкий тариф. Чувствовал себя виноватым.
2;Попросил подождать минуту у подъезда — водитель начал сигналить и орать из окна. Очень неприятно.
2;Навигатор привел его не туда, петляли по дворам, добавилось лишних 5 минут.
2;В машине было холодно, кондиционер дул ледяным ветром. На просьбу убавить — молча сделал еще холоднее.
2;Не помог с багажом, хотя я был с тяжелыми сумками. Просто сидел в телефоне.
2;За рулем новичок: дерганая езда, резкие торможения. Укачало.
2;Оценка 2 только за то, что довез. В салоне пахло едой, на сидениях крошки.
2;Водитель не подтверждал маршрут, просто нажал «Поехали» и поехал куда-то не туда.
2;Стиль вождения агрессивный, но доехали без аварий. Осознания дискомфорта у водителя нет.
2;На заднем сиденье был мусор от предыдущих пассажиров. Неприятно садиться.
2;Не использовал поворотники, постоянно подрезал. Нервы потрепал.
2;Заказал эконом, приехал универсал с огромным расходом, водитель намекал на чаевые «за бензин».
2;Общался по громкой связи с поддержкой другого агрегатора, игнорируя мои просьбы.
2;Трасса выбрана странная, петляли через пробки, хотя можно было объехать. Лишние 200 руб.
2;В машине воняло освежителем. Не то чтобы плохо, но голова разболелась.
2;Посадка прошла нормально, но в конце водитель попросил поставить 5 звезд, намекая, что иначе будет плохо.
2;Приехал с включенным дальним светом во дворе, ослепил всех. Не понимает элементарных вещей.
2;Не заблокировал двери, ребенок чуть не открыл на ходу. Был невнимателен.
2;Водитель всю дорогу напевал «Я шагаю по Москве» фальцетом. Я теперь знаю, что такое караоке-пытка.
2;Спросил: «А вы за кого болеете?» Я ответил. Он 20 минут доказывал, что я неправ. Мы ничья.
2;В машине висело 5 освежителей. Теперь у меня аллергия и мигрень, зато машина пахнет «раем».
2;Водитель сказал: «Оплата только наличкой, терминал сломался». Я отдал 500р. Он дал сдачу 100р и сказал: «Сдачи нет, но вы красивая».
2;Ехали молча 40 минут. В конце он сказал: «Вы мне понравились, давайте дружить». Я вышел на красный.
3;Обычная поездка. Ни хорошо, ни плохо. Водитель молчал, доехали без приключений.
3;Нормально. Машина серая, водитель вежливый, но мог бы быть побыстрее.
3;Троечка. Ехал по навигатору, без экстрима, но салон немного пыльный.
3;В принципе, все хорошо, но опоздал на 3 минуты. Для меня это критично было.
3;Поездка как поездка. Водитель не грубил, но и не помог. В целом сойдёт.
3;Средне. Кондиционер работал, музыка фоном. Ничего не понравилось, но и не раздражало.
3;Доехал, но маршрут выбрал не самый оптимальный, чуть дольше обычного.
3;Машина на ходу, водитель трезвый. Это плюс. Но разговаривать по телефону во время движения не очень культурно.
3;Нейтрально. Ожидал чуть более чистый салон, но в целом приемлемо.
3;Водитель подтвердил заказ быстро, но пока ехал, я успел замерзнуть на улице. Не критично.
3;Всё по правилам, но не хватило улыбки. Обычный сервис.
3;Дорогу знает, не петлял. Машина не новая, но едет. Твердая 3.
3;Ничего особенного. Если бы не пробки, было бы 4. Но пробки не его вина.
3;Не понравилось, что пришлось ждать на светофоре лишний цикл из-за того, что отвлекся на телефон.
3;Заказ выполнен. Претензий нет, но и восторга нет.
3;В целом ок, но водитель чихнул пару раз не прикрываясь. Не гигиенично.
3;Ехал быстрее разрешенного, но аккуратно. Довез, но на нервах.
3;Запах табака был, но слабый, окна открыли. Сделал скидку на возраст машины.
3;Не включил поворотник пару раз, но я промолчал. В остальном нормально.
3;Средний сервис. Оценка 3, потому что не к чему придраться, но и рекомендовать не буду.
3;Водитель спросил: «Вам какую музыку?» Я сказал: «Что угодно». Он включил звуки природы. 30 минут слушал дождь и сверчков. Релакс удался.
3;Ехали, молчали. В конце он сказал: «Вы очень тихий. Мне понравилось». Я просто спал с открытыми глазами.
3;Машина была чистая, но на заднем сиденье лежала игрушка-хомяк. Я 20 минут смотрел на нее и улыбался. Не знаю, за что снижать оценку.
3;Водитель включил радио «Шансон». Я хотел выйти, но было некуда. Теперь я знаю все песни Михаила Круга.
3;Спросил: «А вы верите в бога?» Я сказал: «Верю, что мы доедем». Доехали. Чудо.
4;Хороший водитель, вежливый. Машина чистая. Единственное — немного резко тормозил.
4;Отличная поездка, но пришлось подождать 5 минут. В остальном все супер.
4;Водитель помог с сумками, включил приятную музыку. Машина свежая. Минус за отсутствие воды.
4;Быстро подал, аккуратно вез. Чуть-чуть не хватило до идеала: не открыл дверь перед выходом.
4;Очень чисто в салоне, приятный запах. Вежлив. Минус за то, что немного заблудился в конце.
4;Все отлично, вежливый шофер, ехал плавно. Не поставил 5, потому что было немного жарко (кондиционер слабоват).
4;Поездка комфортная. Водитель молчал, не отвлекал. Минус звезда за то, что маршрут предложил не сам.
4;Хороший уровень. Машина премиум-класса, но водитель был в шортах. Не строгий дресс-код.
4;Довез быстро, обходительно. Не хватило маленькой мелочи — салфеток в салоне.
4;Водитель отличный, знает город. Оценка 4, потому что я ждал 7 минут у школы (долго выезжал).
4;Всё понравилось, кроме громкой связи. Разговор коллегами был слышен весь путь. Но не матерился.
4;Чисто, опрятно, водитель приятный. Минус за то, что не включил поворотник на кольце.
4;Быстрая подача. В машине пахло кофе, приятно. Не хватило зарядки для телефона.
4;Вежливый, помог с коляской. Ехал аккуратно. Оценка 4, так как немного переплатил из-за выбранной им дороги.
4;Отличный разговорчивый водитель (если нужно). Чисто. Минус — забыл про мой запрос на тихую езду.
4;Машина как новая. Водитель профессионал. Не поставил 5, потому что торопился и немного грубовато попрощался.
4;Все отлично, но навигатор глючил, пришлось подсказывать дорогу. Водитель не обижался.
4;Хороший сервис. В машине было прохладно и тихо. Оценка 4, потому что долго искал меня на парковке.
4;В целом очень достойно. Минус звезда за легкий запах бензина в салоне.
4;Отличная поездка. Рекомендую. Четверка только потому, что идеальных поездок не бывает.
4;Водитель оказался бывшим учителем литературы. Всю дорогу цитировал Бродского. Я выучил стих, но опоздал на встречу.
4;Спросил: «Можно включить мой плейлист?» Я согласился. Это был плейлист с песнями про такси. Мета-поездка.
4;В машине было печенье с предсказаниями. Мне попалось: «Вы опоздаете». Я опоздал на 2 минуты. Предсказание сбылось.
4;Водитель был в костюме Деда Мороза в июле. Спросил: «Какой подарок хотите?» Я сказал: «Доехать без пробок». Чудо не случилось.
4;Остановился у заправки, купил мне кофе и сказал: «Выглядите уставшим». Спасибо, забота — это 5, но кофе был холодный.
5;Лучший водитель за сегодня! Чистейшая машина, вежливость, помог с багажом. Спасибо!
5;Всё супер! Приехал раньше времени, ждал меня с табличкой (я был в командировке). Высший пилотаж.
5;Очень комфортная поездка. Водитель профессионал, ехал плавно, знает короткие пути. 5 звезд!
5;Идеально. В машине вода, конфеты, зарядка для айфона. Вежливый, открыл дверь. Спасибо огромное!
5;Потрясающий водитель! Попал в аварию (не по его вине), но быстро уладил всё и нашел замену. Выручил.
5;Машина люкс, чистота стерильная. Водитель тактичный, не мешал. Лучшая поездка в такси.
5;Быстро, качественно, с улыбкой. Дал совет по ресторану. Обязательно буду его заказывать снова.
5;Водитель ехал аккуратно, предупреждал о маневрах. В салоне приятный аромат, тихая музыка. Браво!
5;Спас меня, когда я опаздывал на самолет. Профессионал высокого класса. Спасибо!
5;Встретил с зонтиком у подъезда в дождь. Мелочь, а приятно. 5 звезд!
5;Отличный разговор, интеллигентный человек. Поездка пролетела незаметно. Рекомендую.
5;Чисто, комфортно, кондиционер настроен идеально. Водитель вежливо поприветствовал и помог с маршрутом.
5;Заказ был срочный, приехал за 2 минуты. Довез быстро и безопасно. Лучший водитель в этом районе.
5;Машина новая, пахнет приятно. Водитель предложил выбрать музыку. Очень клиентоориентированный подход.
5;Всё прошло на высшем уровне. Вежливый, аккуратный, помог с тяжелой сумкой на 4-й этаж (остановка у дома).
5;Поездка с ребенком прошла отлично. Было кресло, водитель помог усадить. Спасибо за понимание.
5;Отличное чувство юмора, поднял настроение перед важной встречей. Профессионал.
5;Не первый раз езжу, всегда идеально. Машина всегда в идеале, водитель пунктуален.
5;Всё как в бизнес-классе: вода, салфетки, зарядка, тишина. Очень достойно.
5;Лучшая поездка в этом месяце. Спасибо водителю за профессионализм и человеческое отношение!
5;Водитель оказался моим ровесником. Мы спели дуэтом караоке всю дорогу. Теперь мы друзья. Поездка стоила каждого рубля!
5;В машине был мини-бар с водой и шоколадками. Я спросил: «Это бесплатно?» Он сказал: «Для красивых девушек — да». Я заплатила двойную цену, но было весело.
5;Водитель прочитал мои мысли и включил идеальную музыку. Потом сказал: «Я экстрасенс». Я поверил. Доехали без светофоров.
5;Спросил: «Вы любите анекдоты?» Я сказал: «Да». Он 20 минут рассказывал. Я не смеялся, но оценил старания. Лучшая поездка!
5;В машине была кнопка «Волшебная подушка». Я нажал, и сиденье стало массажным. Заснул и проспал свою остановку. Он отвез обратно бесплатно. Герой!
